Release 13.2 - par O.61xd (nt)
Copyright (c) 1995-2011 Xilinx, Inc.  All rights reserved.

Thu May 02 15:15:00 2013


INFO: The IO information is provided in three file formats as part of the Place and Route (PAR) process.  These formats are:
1. The <design name>_pad.txt file (this file) designed to provide information on IO usage in a human readable ASCII text format viewable through common text editors.
2. The <design namd>_pad.csv file for use with spreadsheet programs such as MS Excel. This file can also be read by PACE to communicate post PAR IO information.
3. The <design name>.pad file designed for parsing by customers.  It uses the "|" as a data field separator.

INPUT FILE:       IP_watermarking_rijandal_map.ncd
OUTPUT FILE:      IP_watermarking_rijandal_pad.txt
PART TYPE:        xc6vlx75tl
SPEED GRADE:      -1l
PACKAGE:          ff784

Pinout by Pin Number:

+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|Pin Number|Signal Name          |Pin Usage|Pin Name                  |Direction|IO Standard|IO Bank Number|Drive (mA)|Slew Rate|Termination|IOB Delay|Voltage  |Constraint|IO Register|Signal Integrity|
|T1        |                     |OPAD     |MGTTXP1_115               |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|T2        |                     |OPAD     |MGTTXN1_115               |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|T3        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|T4        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|T5        |                     |IPAD     |MGTREFCLK0N_115           |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|T6        |                     |IPAD     |MGTREFCLK0P_115           |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|T7        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|T8        |                     |         |VCCAUX                    |         |           |              |          |         |           |         |2.5      |          |           |                |
|T9        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|T10       |                     |         |VCCINT                    |         |           |              |          |         |           |         |0.9      |          |           |                |
|T11       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|T12       |                     |         |VCCINT                    |         |           |              |          |         |           |         |0.9      |          |           |                |
|T13       |                     |         |DXN_0                     |         |           |              |          |         |           |         |         |          |           |                |
|T14       |                     |         |DXP_0                     |         |           |              |          |         |           |         |         |          |           |                |
|T15       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|T16       |                     |         |VCCINT                    |         |           |              |          |         |           |         |0.9      |          |           |                |
|T17       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|T18       |                     |         |VCCINT                    |         |           |              |          |         |           |         |0.9      |          |           |                |
|T19       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|T20       |                     |         |VCCAUX                    |         |           |              |          |         |           |         |2.5      |          |           |                |
|T21       |                     |IOBM     |IO_L19P_14                |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|T22       |                     |IOBS     |IO_L19N_14                |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|T23       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|T24       |                     |IOBM     |IO_L15P_14                |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|T25       |                     |IOBS     |IO_L15N_14                |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|T26       |                     |IOBS     |IO_L10N_MRCC_14           |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|T27       |                     |IOBM     |IO_L1P_14                 |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|T28       |                     |         |VCCO_14                   |         |           |14            |          |         |           |         |any******|          |           |                |
|U1        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|U2        |                     |         |MGTAVTT                   |         |           |              |          |         |           |         |         |          |           |                |
|U3        |                     |IPAD     |MGTRXP0_115               |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|U4        |                     |IPAD     |MGTRXN0_115               |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|U5        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|U6        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|U7        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|U8        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|U9        |                     |         |VCCAUX                    |         |           |              |          |         |           |         |2.5      |          |           |                |
|U10       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|U11       |                     |         |VCCINT                    |         |           |              |          |         |           |         |0.9      |          |           |                |
|U12       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|U13       |                     |         |VCCINT                    |         |           |              |          |         |           |         |0.9      |          |           |                |
|U14       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|U15       |                     |         |VCCINT                    |         |           |              |          |         |           |         |0.9      |          |           |                |
|U16       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|U17       |                     |         |VCCINT                    |         |           |              |          |         |           |         |0.9      |          |           |                |
|U18       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|U19       |                     |         |VCCAUX                    |         |           |              |          |         |           |         |2.5      |          |           |                |
|U20       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|U21       |                     |IOBS     |IO_L17N_14                |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|U22       |                     |IOBM     |IO_L17P_14                |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|U23       |                     |IOBS     |IO_L11N_SRCC_14           |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|U24       |                     |IOBS     |IO_L16N_14                |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|U25       |                     |         |VCCO_14                   |         |           |14            |          |         |           |         |any******|          |           |                |
|U26       |                     |IOBM     |IO_L10P_MRCC_14           |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|U27       |                     |IOBS     |IO_L1N_14                 |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|U28       |                     |IOBS     |IO_L2N_14                 |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|V1        |                     |OPAD     |MGTTXP0_115               |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|V2        |                     |OPAD     |MGTTXN0_115               |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|V3        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|V4        |                     |         |MGTAVCC                   |         |           |              |          |         |           |         |         |          |           |                |
|V5        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|V6        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|V7        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|V8        |                     |         |VCCAUX                    |         |           |              |          |         |           |         |2.5      |          |           |                |
|V9        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|V10       |                     |         |VCCINT                    |         |           |              |          |         |           |         |0.9      |          |           |                |
|V11       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|V12       |                     |         |VCCINT                    |         |           |              |          |         |           |         |0.9      |          |           |                |
|V13       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|V14       |                     |         |VCCINT                    |         |           |              |          |         |           |         |0.9      |          |           |                |
|V15       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|V16       |                     |         |VCCINT                    |         |           |              |          |         |           |         |0.9      |          |           |                |
|V17       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|V18       |                     |         |VCCINT                    |         |           |              |          |         |           |         |0.9      |          |           |                |
|V19       |                     |         |NC                        |         |           |              |          |         |           |         |         |          |           |                |
|V20       |                     |         |NC                        |         |           |              |          |         |           |         |         |          |           |                |
|V21       |                     |         |NC                        |         |           |              |          |         |           |         |         |          |           |                |
|V22       |                     |         |VCCO_14                   |         |           |14            |          |         |           |         |any******|          |           |                |
|V23       |                     |IOBM     |IO_L11P_SRCC_14           |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|V24       |                     |IOBM     |IO_L16P_14                |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|V25       |                     |IOBS     |IO_L3N_14                 |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|V26       |                     |IOBS     |IO_L4N_VREF_14            |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|V27       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|V28       |                     |IOBM     |IO_L2P_14                 |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|W1        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|W2        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|W3        |                     |IPAD     |MGTREFCLK1N_114           |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|W4        |                     |IPAD     |MGTREFCLK1P_114           |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|W5        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|W6        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|W7        |                     |         |VCCO_0                    |         |           |0             |          |         |           |         |any******|          |           |                |
|W8        |                     |IOBM     |IO_L0P_35                 |UNUSED   |           |35            |          |         |           |         |         |          |           |                |
|W9        |                     |         |VCCO_35                   |         |           |35            |          |         |           |         |2.50     |          |           |                |
|W10       |watermark_output<101>|IOB      |IO_L8N_SRCC_35            |OUTPUT   |LVCMOS25*  |35            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|W11       |watermark_output<100>|IOB      |IO_L8P_SRCC_35            |OUTPUT   |LVCMOS25*  |35            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|W12       |test_mode            |IOB      |IO_L2P_A15_D31_34         |INPUT    |LVCMOS25*  |34            |          |         |           |NONE     |         |UNLOCATED |NO         |NONE            |
|W13       |                     |         |VCCINT                    |         |           |              |          |         |           |         |0.9      |          |           |                |
|W14       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|W15       |                     |         |VCCINT                    |         |           |              |          |         |           |         |0.9      |          |           |                |
|W16       |                     |IOBM     |IO_L18P_A17_34            |UNUSED   |           |34            |          |         |           |         |         |          |           |                |
|W17       |                     |         |VCCINT                    |         |           |              |          |         |           |         |0.9      |          |           |                |
|W18       |                     |         |NC                        |         |           |              |          |         |           |         |         |          |           |                |
|W19       |                     |         |VCCO_23                   |         |           |23            |          |         |           |         |any******|          |           |                |
|W20       |                     |         |VCCAUX                    |         |           |              |          |         |           |         |2.5      |          |           |                |
|W21       |                     |         |NC                        |         |           |              |          |         |           |         |         |          |           |                |
|W22       |                     |IOBS     |IO_L13N_14                |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|W23       |                     |IOBS     |IO_L9N_MRCC_14            |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|W24       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|W25       |                     |IOBM     |IO_L3P_14                 |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|W26       |                     |IOBM     |IO_L4P_14                 |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|W27       |                     |IOBM     |IO_L6P_14                 |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|W28       |                     |IOBS     |IO_L5N_14                 |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|Y1        |                     |OPAD     |MGTTXP3_114               |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|Y2        |                     |OPAD     |MGTTXN3_114               |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|Y3        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|Y4        |                     |         |MGTAVCC                   |         |           |              |          |         |           |         |         |          |           |                |
|Y5        |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|Y6        |                     |         |TMS_0                     |         |           |              |          |         |           |         |         |          |           |                |
|Y7        |                     |         |TDO_0                     |         |           |              |          |         |           |         |         |          |           |                |
|Y8        |                     |         |VCCO_0                    |         |           |0             |          |         |           |         |any******|          |           |                |
|Y9        |                     |IOBS     |IO_L0N_35                 |UNUSED   |           |35            |          |         |           |         |         |          |           |                |
|Y10       |watermark_output<86> |IOB      |IO_L1P_35                 |OUTPUT   |LVCMOS25*  |35            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|Y11       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|Y12       |                     |IOBS     |IO_L2N_A14_D30_34         |UNUSED   |           |34            |          |         |           |         |         |          |           |                |
|Y13       |                     |IOBM     |IO_L8P_SRCC_34            |UNUSED   |           |34            |          |         |           |         |         |          |           |                |
|Y14       |                     |IOBS     |IO_L16N_A20_34            |UNUSED   |           |34            |          |         |           |         |         |          |           |                |
|Y15       |                     |IOBS     |IO_L18N_A16_34            |UNUSED   |           |34            |          |         |           |         |         |          |           |                |
|Y16       |                     |         |VCCO_34                   |         |           |34            |          |         |           |         |2.50     |          |           |                |
|Y17       |                     |IOBM     |IO_L19P_VRN_34            |UNUSED   |           |34            |          |         |           |         |         |          |           |                |
|Y18       |                     |         |NC                        |         |           |              |          |         |           |         |         |          |           |                |
|Y19       |                     |         |NC                        |         |           |              |          |         |           |         |         |          |           |                |
|Y20       |                     |         |NC                        |         |           |              |          |         |           |         |         |          |           |                |
|Y21       |                     |         |GND                       |         |           |              |          |         |           |         |         |          |           |                |
|Y22       |                     |IOBM     |IO_L13P_14                |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|Y23       |                     |IOBM     |IO_L9P_MRCC_14            |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|Y24       |                     |IOBS     |IO_L7N_14                 |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|Y25       |                     |IOBM     |IO_L7P_14                 |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|Y26       |                     |         |VCCO_14                   |         |           |14            |          |         |           |         |any******|          |           |                |
|Y27       |                     |IOBS     |IO_L6N_14                 |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
|Y28       |                     |IOBM     |IO_L5P_14                 |UNUSED   |           |14            |          |         |           |         |         |          |           |                |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+

* Default value.
** This default Pullup/Pulldown value can be overridden in Bitgen. 
All RSVD_0 pins must be tied to GROUND.
****** Special VCCO requirements may apply. Please consult the device 
       family datasheet for specific guideline on VCCO requirements. 


